Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,58.8,"[[5.8144e+03 1.1026e+03]
 [9.4000e+00 4.8000e+00]]","[[27265.2   402.8]
 [    0.     56.8]]",0,34585,0,71,23169,50,11416,21
5,99.0,62.4,"[[2924.8  763. ]
 [   7.     6. ]]","[[14540.6   210.6]
 [    0.     52. ]]",16146,18439,6,65,12350,47,6089,18
10,98.8,65.4,"[[2765.4  408.8]
 [   7.2    5.8]]","[[12484.2   212.6]
 [    0.     52. ]]",18714,15871,6,65,10638,39,5233,26
15,98.6,59.0,"[[2540.4  254.6]
 [   9.4    3.6]]","[[10984.6   195.4]
 [    0.     52. ]]",20610,13975,6,65,9360,46,4615,19
20,99.0,59.6,"[[2318.   170.2]
 [   9.2    3.4]]","[[9793.   159.8]
 [   0.    50.4]]",22144,12441,8,63,8342,35,4099,28
25,99.0,59.6,"[[2046.2  240.6]
 [   8.6    3.8]]","[[9017.4  129.8]
 [   0.    49.6]]",23151,11434,9,62,7661,41,3773,21
30,98.8,57.6,"[[1994.8  114.4]
 [   9.8    2.6]]","[[8301.6  135.2]
 [   0.    49.6]]",24039,10546,9,62,7065,42,3481,20
35,99.0,61.4,"[[1723.4  156. ]
 [   8.     3.8]]","[[7428.8   88.8]
 [   0.    47.2]]",25188,9397,12,59,6292,43,3105,16
40,99.0,59.0,"[[1535.   115.2]
 [   7.8    2.8]]","[[6523.    77.8]
 [   0.    42.4]]",26334,8251,18,53,5525,38,2726,15
45,99.0,69.4,"[[1493.8   62.6]
 [   4.8    3.6]]","[[6169.6   56. ]
 [   0.    33.6]]",26803,7782,29,42,5209,33,2573,9
50,99.0,67.4,"[[1353.4   49.4]
 [   5.     3.4]]","[[5563.4   47.8]
 [   0.    33.6]]",27571,7014,29,42,4695,32,2319,10
55,99.0,65.2,"[[1211.8   61.4]
 [   5.4    3. ]]","[[5048.4   44.4]
 [   0.    33.6]]",28219,6366,29,42,4265,28,2101,14
60,99.0,67.4,"[[1054.8   74.6]
 [   4.8    3.4]]","[[4482.6   35. ]
 [   0.    32.8]]",28938,5647,30,41,3781,29,1866,12
65,99.0,65.0,"[[963.2  65.4]
 [  5.2   3. ]]","[[4080.4   34. ]
 [   0.    32.8]]",29442,5143,30,41,3450,23,1693,18
70,99.0,65.0,"[[827.8  71.2]
 [  5.    3.2]]","[[3567.2   28.8]
 [   0.    32.8]]",30090,4495,30,41,3013,26,1482,15
75,99.0,65.6,"[[731.   81.6]
 [  4.8   3.4]]","[[3224.    26.4]
 [   0.    32.8]]",30522,4063,30,41,2717,32,1346,9
80,99.4,61.6,"[[656.8  19.6]
 [  3.8   1.4]]","[[2.7034e+03 2.2000e+00]
 [0.0000e+00 2.0800e+01]]",31203,3382,45,26,2267,16,1115,10
85,99.6,57.8,"[[551.4  19.8]
 [  3.8   1. ]]","[[2.283e+03 1.800e+00]
 [0.000e+00 1.920e+01]]",31729,2856,47,24,1911,18,945,6
90,100.0,62.8,"[[408.   16.6]
 [  2.    0.6]]","[[1698.4    0. ]
 [   0.    10.4]]",32462,2123,58,13,1421,10,702,3
95,100.0,63.6,"[[283.8   6.8]
 [  1.6   0.6]]","[[1162.4    0. ]
 [   0.     8.8]]",33132,1453,60,11,976,4,477,7
